Query	MUrl	PUrl	Fidelity_Control	Fidelity_Treatment	InL1WithoutSpaceV	Experiment_InL1WithoutSpaceV
شركه البيوت للاثاث المدينه المنوره	https://is1-ssl.mzstatic.com/image/thumb/Purple122/v4/6c/28/14/6c28149a-6a98-5bba-61cc-b50f8f1b0502/new_app_icon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/1200x630wa.png	https://apps.apple.com/th/app/البيوت-للأثاث/id1620794546	0.6	1	True	True
cara mengatur layar windows 7 yang geser	https://www.wikihow.com/images_en/thumb/0/07/Adjust%2C-Tilt%2C-and-Turn-Your-Windows-Screen-Step-7.jpg/v4-460px-Adjust%2C-Tilt%2C-and-Turn-Your-Windows-Screen-Step-7.jpg	https://id.wikihow.com/Menyesuaikan,-Memiringkan,-dan-Memutar-Layar-Windows	0	1	False	True
efn computer backgrounds	https://www.hdrshooter.com/wp-content/uploads/2023/02/img1.jpg	https://www.hdrshooter.com/2023/02/24/ai-generated-wallpapers-2/	0.5	1	True	True
efn computer backgrounds	https://wallpaperaccess.com/full/156313.jpg	https://wallpaperaccess.com/desktop	0.5	1	False	True
joe zombie francais steam gratuit	https://cdn.cloudflare.steamstatic.com/steam/apps/307230/ss_00d78400ac86fc1be73a9ba1d74ee046c6dc7e2b.1920x1080.jpg?t=1666956060	https://store.steampowered.com/app/307230/I_Zombie/?l=french	0.5	1	False	True
joe zombie francais steam gratuit	https://cdn-uploads.gameblog.fr/img/news/507278_65814e6a42492.png	https://www.gameblog.fr/jeu-video/ed/news/steam-jeu-gratuit-zombie-507278	0.5	1	True	True
maison pour tous gray	https://www.gray-zoom.fr/tourisme-franche-comte/photo/405.jpg	https://www.gray-zoom.fr/tourisme-gray/parc_de_la_maison_pour_tous/405.htm	0.4	0.8	True	True
maison pour tous gray	https://cdn-s-www.estrepublicain.fr/images/9D7E983E-84B1-41FE-98DD-DAD1DD87902C/NW_raw/l-emblematique-cedre-de-l-atlas-du-parc-de-la-maison-pour-tous-est-labellise-arbre-remarquable-depuis-fin-2021-photo-er-1681581472.jpg	https://www.estrepublicain.fr/environnement/2023/04/15/remarquable-le-cedre-de-l-atlas-du-parc-de-la-maison-pour-tous	0.4	0.8	True	True
maison pour tous gray	https://cdn-s-www.estrepublicain.fr/images/3F9A0AF9-8D3F-434B-A761-F8C9412A0685/FB1200/photo-1684781226.jpg	https://www.estrepublicain.fr/culture-loisirs/2023/05/22/l-environnement-a-la-fete-dans-le-parc-de-la-maison-pour-tous	0.4	0.8	False	True
maison pour tous gray	https://cdn-s-www.estrepublicain.fr/images/3F9A0AF9-8D3F-434B-A761-F8C9412A0685/NW_raw/la-fete-de-la-nature-se-tiendra-dans-le-parc-de-la-maison-pour-tous-photo-er-1684781226.jpg	https://www.estrepublicain.fr/culture-loisirs/2023/05/22/l-environnement-a-la-fete-dans-le-parc-de-la-maison-pour-tous	0.4	0.8	False	True
motivos dominantes segun movrer	https://imgv2-2-f.scribdassets.com/img/document/517292540/original/2c6c10930e/1?v=1	https://es.scribd.com/document/517292540/La-teoria-bifactorial-de-Mowrer-que-es-y-como-explica-las-fobias	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://mentaltestlab.com/wp-content/uploads/2024/01/20221223_075020_0000-1024x724.png	https://mentaltestlab.com/trastorno-por-estres-postraumatico-teorias-explicativas-y-consideraciones-clinicas/	0.1764706	0.647058845	True	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/452284476/original/e5bbee973d/1709016969?v=1	https://es.scribd.com/document/452284476/La-teoria-bifactorial-de-Mowrer	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/452284476/original/e5bbee973d/1698262849?v=1	https://es.scribd.com/document/452284476/La-teoria-bifactorial-de-Mowrer	0.1764706	0.647058845	True	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/517292540/original/2c6c10930e/1690438185?v=1	https://es.scribd.com/document/517292540/La-teoria-bifactorial-de-Mowrer-que-es-y-como-explica-las-fobias	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-2-f.scribdassets.com/img/document/352555405/original/0aea70c934/1?v=1	https://es.scribd.com/presentation/352555405/Hull-Mowrer-Conductismo	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-2-f.scribdassets.com/img/document/452284476/original/e5bbee973d/1722405827?v=1	https://es.scribd.com/document/452284476/La-teoria-bifactorial-de-Mowrer	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/352555405/original/0aea70c934/1624932324?v=1	https://es.scribd.com/presentation/352555405/Hull-Mowrer-Conductismo	0.1764706	0.647058845	True	True
motivos dominantes segun movrer	https://imgv2-2-f.scribdassets.com/img/document/352555405/original/0aea70c934/1724382202?v=1	https://es.scribd.com/presentation/352555405/Hull-Mowrer-Conductismo	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/517292540/original/2c6c10930e/1?v=1	https://es.scribd.com/document/517292540/La-teoria-bifactorial-de-Mowrer-que-es-y-como-explica-las-fobias	0.1764706	0.647058845	False	True
motivos dominantes segun movrer	https://imgv2-1-f.scribdassets.com/img/document/517292540/original/2c6c10930e/1671442555?v=1	https://es.scribd.com/document/517292540/La-teoria-bifactorial-de-Mowrer-que-es-y-como-explica-las-fobias	0.1764706	0.647058845	False	True
orang mendaki gunung gif	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg7C5oX6faZqUInTmvduseGbOf8W68QrKqjmgzBCnFR8ANYZe1u1WlLdalgGx4TxyMy_CM4507aS4YFvhD0S_xUgfRdN8D2zn6SeGYIsLrshI-YuBp44PmM3Q9CC4_nxZ4IjmUosREuGFxG/w1200-h630-p-k-no-nu/63590503078111365960889281_hike-gif.gif	https://ekogeo-ekogeo.blogspot.com/2012/02/peta-umum-dan-penampangnya.html	0.6	1	False	True
orang mendaki gunung gif	https://4.bp.blogspot.com/-SZMrgWKLSRI/WyCxwsncpOI/AAAAAAAAPmY/vtfUQx2kj3QRhEV_MHICNi1XnUybw7iOgCLcBGAs/s320/63590503078111365960889281_hike-gif.gif	https://ekogeo-ekogeo.blogspot.com/2012/02/peta-umum-dan-penampangnya.html	0.6	1	True	True
orang mendaki gunung gif	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg7C5oX6faZqUInTmvduseGbOf8W68QrKqjmgzBCnFR8ANYZe1u1WlLdalgGx4TxyMy_CM4507aS4YFvhD0S_xUgfRdN8D2zn6SeGYIsLrshI-YuBp44PmM3Q9CC4_nxZ4IjmUosREuGFxG/s1600/63590503078111365960889281_hike-gif.gif	https://ekogeo-ekogeo.blogspot.com/2012/02/peta-umum-dan-penampangnya.html	0.6	1	False	True
orang mendaki gunung gif	https://4.bp.blogspot.com/-SZMrgWKLSRI/WyCxwsncpOI/AAAAAAAAPmY/vtfUQx2kj3QRhEV_MHICNi1XnUybw7iOgCLcBGAs/s1600/63590503078111365960889281_hike-gif.gif	https://ekogeo-ekogeo.blogspot.com/2012/02/peta-umum-dan-penampangnya.html	0.6	1	True	True
orang mendaki gunung gif	https://4.bp.blogspot.com/-SZMrgWKLSRI/WyCxwsncpOI/AAAAAAAAPmY/vtfUQx2kj3QRhEV_MHICNi1XnUybw7iOgCLcBGAs/w1200-h630-p-k-no-nu/63590503078111365960889281_hike-gif.gif	https://ekogeo-ekogeo.blogspot.com/2012/02/peta-umum-dan-penampangnya.html	0.6	1	True	True
болгарка салазки	https://cdn.vseinstrumenti.ru/images/goods/rashodnye-materialy-i-osnastka/rashodnye-materialy-dlya-instrumenta/1078093/1000x1000/53747212.jpg	https://www.vseinstrumenti.ru/product/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-1078093/	0.4	1	True	True
болгарка салазки	https://cdn.vseinstrumenti.ru/images/responses/1078093/1200x800/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-2021-09-26-06-51-39-2-614fee4b39deb.jpg	https://www.vseinstrumenti.ru/product/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-1078093/	0.4	1	False	True
болгарка салазки	https://cdn.vseinstrumenti.ru/images/responses/1078093/1200x800/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-2021-08-19-23-08-36-1-611eba4469c40.jpg	https://www.vseinstrumenti.ru/product/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-1078093/	0.4	1	False	True
болгарка салазки	https://cdn.vseinstrumenti.ru/images/responses/1078093/1200x800/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-2021-08-19-23-08-36-1-611eba4469c40.jpg	https://www.vseinstrumenti.ru/product/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-1078093/	0.4	1	False	True
болгарка салазки	https://cdn.vseinstrumenti.ru/images/responses/1078093/1200x800/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-2021-09-26-06-51-39-1-614fee4b392ea.jpg	https://www.vseinstrumenti.ru/product/napravlyayuschie-salazki-s-patrubkom-dlya-ushm-100-125-mm-bosch-1619p06514-1078093/	0.4	1	True	True
山梨 文化 保坂 賢	https://kenchiku-pers.com/contents/wp-content/uploads/2024/10/yamanashi-press-and-broadcasting-center02.jpg	https://kenchiku-pers.com/photo/yamanashi-culture-hall/	0	1	False	True
山梨 文化 保坂 賢	https://kenchiku-pers.com/contents/wp-content/uploads/2024/10/yamanashi-press-and-broadcasting-center.jpg	https://kenchiku-pers.com/photo/yamanashi-culture-hall/	0	1	False	True
